name,Mean 1000 Seed Weiht, ,URL
Ageratina espinosarum (A.Gray) R.M.King & H.Rob., 0.27,http://data.kew.org/sid/SidServlet?ID=988&Num=oc1
Ageratina glabrata (Kunth) R.M.King & H.Rob., 0.1708,http://data.kew.org/sid/SidServlet?ID=31782&Num=gSe
Ageratina glechonophylla (Less.) R.M.King & H.Rob., 0.1625,http://data.kew.org/sid/SidServlet?ID=989&Num=eIC
Ageratina havanensis (Kunth) R.M.King & H.Rob., 0.2616,http://data.kew.org/sid/SidServlet?ID=41618&Num=eCn
Ageratina hebes (B.L.Rob.) R.M.King & H.Rob., 0.90596,http://data.kew.org/sid/SidServlet?ID=31783&Num=6DI
Ageratina herbacea (A.Gray) R.M.King & H.Rob., 0.286,http://data.kew.org/sid/SidServlet?ID=46854&Num=odj
Ageratina ligustrina (DC.) R.M.King & H.Rob., 0.3298,http://data.kew.org/sid/SidServlet?ID=46855&Num=pi8
Ageratina mairetiana (DC.) R.M.King & H.Rob., 0.386,http://data.kew.org/sid/SidServlet?ID=31784&Num=T4F
Ageratina occidentalis (Hook.) R.M.King & H.Rob., 0.197,http://data.kew.org/sid/SidServlet?ID=990&Num=86P
Ageratina pazcuarensis (Kunth) R.M.King & H.Rob., 0.0612,http://data.kew.org/sid/SidServlet?ID=31785&Num=bDP
Ageratina petiolaris (Moc. ex DC.) R.M.King & H.Rob., 0.219,http://data.kew.org/sid/SidServlet?ID=31786&Num=117
Ageratina resiniflua (Urb.) R.M.King & H.Rob., 0.8336,http://data.kew.org/sid/SidServlet?ID=54446&Num=QEL
Ageratina rhomboidea (Kunth) R.M.King & H.Rob., 0.4524,http://data.kew.org/sid/SidServlet?ID=57874&Num=th3
Ageratina scorodonioides (A.Gray) R.M.King & H.Rob., 0.2119,http://data.kew.org/sid/SidServlet?ID=41619&Num=86H
Ageratina tomentella (Schrad.) R.M.King & H.Rob., 0.1628,http://data.kew.org/sid/SidServlet?ID=57873&Num=9FU
Ageratinastrum polyphyllum (Baker) Mattf., 0.584,http://data.kew.org/sid/SidServlet?ID=31787&Num=kN0
